srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q10a,Q10b,Q10c,Q10d,p_state,sDevType,sOSName,gender,age_group,education
78,4,4,3,2,4,3,2,2,2,3,3,2,4,5,4,1,2,1,1,2,1,1
122,2,-98,5,2,3,3,4,1,2,2,1,2,2,2,2,1,5,1,1,1,4,3
609,2,11,2,3,2,2,2,1,1,2,1,1,4,4,2,2,1,0,12,2,4,2
939,2,11,3,3,2,2,2,3,1,4,4,1,4,4,4,1,5,0,12,1,2,1
929,4,28,96,2,2,2,2,2,2,2,2,2,3,4,4,2,5,1,6,1,3,1
1042,4,11,4,2,2,2,2,1,2,3,3,1,1,2,5,2,2,0,12,2,3,1
959,2,11,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,12,1,4,2
843,4,11,3,3,3,4,3,2,2,3,3,2,4,4,4,4,8,0,12,1,3,1
1249,2,33,-98,2,2,2,1,3,3,2,-98,3,5,5,5,4,4,0,12,1,2,3
1634,4,13,8,3,3,3,2,1,1,1,1,1,4,4,2,2,1,0,12,1,3,1
1343,2,-98,3,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,6,2,4,2
151,2,27,-98,2,2,1,2,2,2,2,2,-98,2,-98,2,2,2,2,6,2,2,3
1887,2,4,1,2,2,2,2,1,2,2,2,2,4,4,4,4,1,0,12,1,3,2
57,2,11,3,4,4,4,1,2,2,2,2,2,2,2,2,2,2,0,12,2,1,1
1392,4,96,1,2,2,3,2,2,3,3,3,3,4,4,4,2,3,1,1,1,2,3
450,2,36,1,3,3,4,3,3,1,3,1,1,2,4,5,2,1,0,12,2,4,1
145,2,20,4,2,1,2,5,1,2,2,4,1,2,2,2,4,3,1,6,2,3,1
1831,2,96,1,3,3,2,4,3,3,2,3,1,1,2,3,2,2,0,8,2,2,1
1834,4,13,3,4,3,4,2,3,3,3,4,3,4,4,5,2,2,1,6,2,3,1
1416,4,16,1,3,3,3,3,3,3,3,2,3,2,4,2,2,1,0,12,2,4,3
724,2,11,1,1,2,4,4,3,3,4,4,2,5,5,5,2,2,1,6,2,2,1
445,2,96,1,4,3,3,4,2,2,2,2,2,4,4,4,4,1,2,6,1,3,2
800,4,20,4,3,2,2,3,3,3,2,4,2,2,4,5,4,4,2,6,2,3,1
1629,4,11,4,3,3,3,3,1,1,2,2,1,1,1,2,1,5,2,6,2,3,2
2285,4,11,4,1,1,2,1,2,2,2,3,2,2,4,2,2,2,1,6,1,2,1
44,4,16,4,2,2,2,1,2,2,1,3,1,2,4,2,1,3,1,6,2,4,2
713,4,11,3,1,1,2,2,3,2,1,1,1,1,4,4,2,1,0,12,1,3,2
1823,1,29,1,3,2,4,3,2,2,3,4,3,4,5,4,2,3,0,8,1,4,3
1676,2,16,3,2,3,3,2,2,1,2,2,1,2,4,4,2,1,0,12,1,3,2
119,2,20,6,4,3,4,4,2,2,2,2,2,1,4,2,2,3,0,12,1,4,1
2044,2,1,1,4,4,2,3,1,3,4,3,2,2,5,4,-98,4,-1,-1,2,4,3
496,4,13,1,5,5,5,5,2,2,2,2,2,2,2,2,1,4,0,8,1,2,1
1429,4,20,3,3,2,4,2,3,3,2,3,2,2,2,2,4,3,0,12,2,2,1
235,1,16,3,4,3,2,3,1,1,1,1,1,4,4,4,1,4,0,12,1,4,3
540,2,18,3,3,3,4,2,2,2,2,2,2,2,4,4,4,4,0,12,1,4,2
905,4,16,3,3,2,2,1,2,1,1,2,1,2,4,2,1,1,2,1,1,4,1
2371,2,16,2,3,2,2,2,3,2,2,3,2,2,2,2,2,3,1,6,1,4,1
527,2,-98,1,3,3,3,3,3,3,3,3,3,4,4,4,4,1,0,8,2,1,3
2305,4,1,3,3,3,3,3,4,3,4,3,3,5,5,5,5,5,2,6,1,3,3
2531,2,2,2,5,2,4,4,2,2,3,3,1,2,4,2,2,1,2,6,2,2,1
1750,2,16,4,3,3,2,2,2,2,2,3,3,4,4,2,2,2,1,6,1,1,3
2007,4,29,1,3,3,3,3,2,3,3,3,3,2,4,2,2,3,0,12,1,3,1
1269,4,33,3,2,1,2,1,1,2,1,1,1,1,4,4,2,3,1,1,1,2,3
742,4,36,1,3,2,4,4,2,2,3,2,2,2,4,2,1,5,0,12,2,2,1
948,1,1,-99,3,3,3,3,2,2,2,2,2,5,5,5,1,4,2,6,2,3,3
1974,1,20,3,3,3,4,4,3,2,3,3,3,4,4,4,2,2,1,6,2,4,3
552,2,-98,3,2,3,2,2,3,3,3,4,2,2,4,1,4,2,1,6,2,2,2
1378,4,13,3,2,2,2,3,1,1,1,2,1,4,5,4,4,2,-1,-1,1,4,1
378,4,19,1,4,4,4,3,2,2,2,2,2,4,4,4,2,2,1,6,2,2,3
935,2,36,4,2,3,3,3,2,2,2,2,2,2,4,4,2,2,0,12,1,4,2
217,4,4,3,4,4,3,2,3,3,3,4,2,2,2,4,2,1,1,1,2,2,1
1321,2,11,4,3,3,4,3,3,3,3,3,3,4,4,4,4,4,0,12,2,3,1
300,2,1,3,4,4,3,2,2,2,3,2,2,4,2,4,1,5,0,12,1,3,1
1619,4,1,96,3,3,3,2,1,1,1,2,2,2,2,2,1,3,1,1,2,3,3
802,2,1,2,5,3,3,2,3,2,3,4,4,4,5,4,1,2,0,12,2,4,1
56,1,1,1,1,5,4,3,2,2,4,3,2,5,5,4,2,4,0,8,1,2,2
1427,2,13,1,1,1,1,2,2,2,1,2,1,5,4,5,1,2,-1,-1,2,4,3
465,4,5,3,5,2,3,2,3,3,4,2,2,2,4,2,2,1,1,6,2,3,1
879,4,1,2,3,3,3,4,2,2,2,2,2,4,4,2,2,2,1,6,1,1,1
668,2,-98,1,3,3,3,3,2,3,3,4,2,2,4,5,2,4,1,6,1,2,2
610,2,4,1,3,3,2,3,2,2,2,2,2,4,4,4,4,3,1,6,2,2,1
1207,2,8,3,2,2,2,2,2,2,2,2,2,4,4,4,2,3,0,12,1,2,2
1213,2,13,6,4,3,4,4,2,1,3,3,1,2,2,4,1,3,0,12,1,3,1
2529,2,96,1,4,3,4,4,3,3,3,2,3,4,4,4,2,1,-1,-1,1,4,1
2294,2,1,1,4,2,3,2,3,1,1,3,1,4,4,2,2,5,-1,-1,2,2,2
738,2,16,1,1,5,1,5,1,1,2,1,1,4,2,2,4,5,0,12,1,2,2
92,4,16,4,2,3,2,3,2,2,2,2,2,2,4,2,2,2,1,6,1,2,2
951,2,16,1,4,5,3,3,2,1,1,3,2,4,4,4,4,1,2,6,2,4,3
762,5,16,96,2,1,2,3,2,1,3,2,1,1,1,4,2,3,2,6,1,4,1
874,2,17,1,2,1,2,1,1,2,2,2,2,2,2,2,1,3,1,1,2,2,2
1851,4,32,4,3,4,2,2,1,1,1,1,1,4,4,2,2,4,1,6,1,3,1
1580,4,20,96,4,2,3,4,2,1,2,2,1,2,2,2,-99,6,-1,-1,1,4,2
1825,2,2,1,1,1,2,2,3,1,1,3,2,1,1,5,1,3,2,6,2,3,1
301,4,13,5,3,3,4,4,3,2,3,3,3,2,4,4,2,4,0,12,1,2,1
1812,2,13,16,5,4,3,3,1,1,2,3,2,5,5,5,4,3,0,12,1,3,2
894,2,36,2,2,3,3,2,3,2,2,2,2,4,4,4,2,2,0,12,2,4,1
1414,1,5,2,4,2,3,3,1,1,1,1,1,2,2,2,2,2,0,12,2,4,3
1894,2,13,1,4,4,3,4,1,2,2,2,2,2,2,4,1,2,1,1,2,4,3
2568,5,11,32,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1
1844,4,13,11,3,3,3,3,1,1,1,2,1,2,4,2,2,3,-1,-1,2,3,2
279,4,4,3,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,6,2,4,1
1942,1,16,1,3,2,1,2,1,1,2,2,1,4,5,4,5,5,-1,-1,1,4,2
391,4,16,97,1,1,1,1,1,1,1,1,1,5,1,5,1,3,1,1,1,3,1
790,2,36,1,3,2,3,3,3,2,3,4,2,4,2,4,4,3,-1,-1,1,4,2
1714,1,4,3,3,2,3,3,1,2,2,4,2,2,4,2,2,2,0,12,1,2,1
1004,2,34,-98,3,2,3,2,3,3,3,3,3,2,4,2,2,8,0,12,1,2,1
2577,2,13,3,3,3,4,3,1,1,2,1,1,2,5,5,2,1,0,12,2,2,1
2365,2,1,3,2,2,2,1,3,2,4,3,1,4,5,4,2,3,-1,-1,2,2,3
2561,4,1,97,4,5,1,5,1,1,1,1,1,2,4,2,1,1,1,6,2,3,1
1783,4,13,1,3,1,3,2,1,1,2,2,2,1,2,4,1,4,1,1,2,4,1
745,2,-98,1,2,3,3,2,2,2,2,2,2,4,5,4,2,1,1,6,2,3,1
2585,4,17,3,4,4,4,4,2,3,2,2,2,2,4,4,2,1,1,6,2,3,2
1703,4,36,3,2,2,2,2,2,3,2,3,2,2,4,2,2,3,0,12,2,3,1
1873,4,16,4,1,2,2,1,1,2,2,3,2,2,2,2,1,2,1,6,2,2,1
371,4,16,97,1,1,1,1,1,1,1,1,1,5,5,5,1,5,1,1,1,2,2
422,4,1,1,1,1,2,2,2,1,1,3,1,2,4,4,2,1,0,12,2,3,1
1889,2,11,3,1,1,2,2,2,2,2,3,2,2,2,2,2,1,0,8,1,2,1
329,4,13,1,2,1,1,2,1,2,2,2,2,4,4,4,2,3,2,6,2,4,3
1065,2,11,4,3,2,4,3,2,2,4,4,3,2,4,2,2,5,1,6,2,2,1
485,4,13,3,3,5,2,1,1,1,2,2,2,2,2,4,1,4,0,12,1,3,2
605,2,11,3,3,3,4,3,2,1,2,2,2,4,4,4,4,8,1,1,2,2,1
1570,2,1,3,5,5,5,5,1,1,1,1,1,4,3,4,5,1,-1,-1,1,3,3
142,2,16,6,3,3,2,1,3,2,4,3,2,4,4,4,2,3,0,12,1,2,1
1968,2,1,4,3,3,3,3,1,1,2,2,1,4,4,4,4,2,1,6,2,2,1
1615,4,1,96,3,2,2,1,2,2,2,2,2,5,5,5,5,1,1,6,1,2,3
2448,1,13,1,4,4,4,4,2,1,2,2,2,4,1,4,4,1,-1,-1,1,3,3
2039,2,11,3,4,4,4,4,4,2,4,4,3,5,5,5,5,4,-1,-1,2,3,3
1240,4,29,1,3,3,3,3,3,3,4,3,3,4,4,4,2,6,0,8,2,2,1
1579,5,1,3,5,5,1,1,4,1,1,3,4,4,5,5,1,1,-1,-1,2,3,3
591,2,1,3,3,4,4,3,1,2,1,2,2,2,5,2,4,2,0,8,1,1,1
1557,4,4,3,4,4,5,4,2,-98,2,-98,2,2,4,4,1,2,1,6,1,1,2
481,2,16,1,1,5,2,2,1,1,4,2,2,1,2,1,4,5,0,12,1,4,2
1208,2,1,3,2,2,2,2,1,1,2,1,1,2,2,4,1,3,1,6,2,3,2
732,4,19,5,2,4,3,4,2,1,4,2,1,1,4,2,2,3,0,12,1,3,1
1238,4,36,-98,2,4,2,2,1,2,2,1,1,2,5,5,1,3,1,1,2,4,3
1621,4,11,4,3,4,3,4,4,4,3,4,3,2,4,4,4,3,0,11,2,3,1
1833,2,16,4,3,2,4,3,2,2,2,2,2,4,2,2,2,1,0,12,1,1,1
360,5,11,3,2,2,2,2,1,2,2,3,2,2,4,4,2,2,1,6,2,3,1
2422,4,16,11,4,3,2,2,2,2,2,2,2,2,2,2,2,1,0,8,2,2,3
1405,2,20,20,4,2,2,2,1,1,1,1,1,2,2,4,1,2,1,1,2,3,2
1075,4,11,4,3,2,2,3,2,1,3,3,1,4,4,4,2,5,0,12,1,3,2
1880,2,5,-98,3,3,3,3,1,1,1,1,1,4,2,2,2,2,0,12,2,2,1
208,4,11,4,2,2,2,2,2,2,1,2,2,2,4,4,4,3,0,12,2,1,1
1904,2,-98,1,3,3,3,3,2,2,3,2,3,2,4,4,4,4,2,6,1,4,1
839,2,1,5,4,3,3,3,3,3,4,3,3,2,4,4,4,4,0,12,1,4,3
775,4,11,3,2,4,2,2,3,2,2,3,2,2,5,4,2,3,0,12,1,2,1
831,2,20,-98,2,2,2,2,2,2,1,2,2,2,4,4,2,4,1,1,2,3,2
893,2,5,1,5,5,4,5,2,1,1,1,1,2,4,4,1,2,1,6,1,4,1
1798,4,6,3,2,2,3,3,3,2,2,3,3,2,4,2,2,1,0,8,1,3,1
1368,2,15,1,1,1,2,1,1,1,1,3,1,2,4,2,4,4,0,12,2,4,1
2447,2,29,4,3,4,3,2,2,2,3,3,1,4,4,4,4,2,1,6,2,2,1
203,2,-98,3,3,3,1,2,2,3,2,2,2,1,2,1,2,1,1,6,1,1,2
1595,2,36,1,5,2,4,3,2,1,2,2,2,1,1,1,1,2,0,12,1,3,1
598,2,32,1,3,3,3,3,2,3,3,3,3,4,2,2,4,2,0,12,1,1,3
1187,2,19,1,3,2,2,3,4,3,3,4,4,5,5,5,4,5,0,8,2,1,1
1872,2,96,96,3,4,4,5,4,3,3,3,3,4,4,2,4,3,1,6,1,2,3
885,1,1,3,5,4,2,4,2,1,1,1,2,4,4,4,4,1,1,6,1,3,2
1372,3,1,95,1,1,1,1,1,2,1,1,3,2,5,5,5,2,-1,-1,1,2,2
538,4,32,3,3,2,2,3,2,2,1,1,1,2,2,2,2,1,2,6,2,3,2
740,2,30,1,5,3,4,3,3,2,4,3,3,5,5,5,4,5,1,6,2,2,1
1479,2,-98,4,3,5,2,3,1,1,3,4,1,2,5,2,2,2,1,1,1,1,3
1740,2,19,1,2,2,3,2,1,1,3,3,1,2,4,2,2,1,1,6,2,1,3
1184,4,16,-99,1,1,1,1,1,1,1,1,1,5,5,5,5,3,1,1,2,2,2
1762,5,1,3,1,1,1,2,1,1,1,4,1,1,2,4,1,1,0,12,1,3,1
1257,2,32,1,3,3,3,3,3,2,3,3,3,2,4,4,4,3,1,1,2,3,1
1741,2,19,1,1,1,3,1,1,2,1,1,2,4,4,5,4,1,0,12,2,4,2
728,5,11,3,5,5,2,5,2,2,1,2,1,2,4,2,1,4,0,12,2,4,1
1761,2,1,3,4,5,4,3,2,4,2,3,2,2,4,4,4,3,1,6,2,2,2
908,2,7,1,4,3,2,2,2,2,3,2,2,2,4,2,4,4,0,12,1,3,1
2312,2,16,3,2,2,2,3,3,4,3,4,2,4,4,2,4,5,0,12,1,2,1
882,2,36,1,3,3,4,4,4,3,3,2,3,2,4,4,4,2,0,12,1,4,1
1938,4,4,3,2,2,3,2,2,2,2,3,2,4,4,4,4,1,0,12,1,3,1
74,1,-99,3,3,3,4,3,4,4,4,4,4,2,2,4,4,2,1,6,2,3,3
1571,2,13,1,4,2,3,2,1,1,1,2,1,4,4,4,2,1,1,6,1,4,2
226,4,20,3,3,2,2,2,3,3,1,3,2,2,4,2,2,2,0,12,1,4,1
1992,4,16,1,2,3,2,2,2,3,2,2,3,2,4,1,2,2,0,12,2,3,1
633,4,35,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,12,1,3,1
627,4,16,-98,4,3,3,3,1,1,1,1,1,2,4,2,2,1,0,12,1,3,1
2546,2,6,1,2,4,3,3,1,2,2,2,2,4,2,2,2,2,1,1,2,2,3
1979,2,13,1,2,2,2,2,1,1,2,2,1,4,4,5,1,1,1,1,2,2,1
1973,2,1,3,3,2,5,2,1,1,1,1,1,2,2,4,2,1,0,12,2,2,2
153,2,13,1,3,3,3,3,3,2,2,3,2,4,4,2,4,1,2,6,1,3,3
315,4,13,97,1,1,1,1,2,2,2,4,1,2,5,5,1,1,1,1,1,1,1
1777,2,96,3,3,4,2,2,2,2,2,2,3,4,4,2,2,8,0,12,1,1,3
661,2,32,3,4,4,4,5,2,2,2,1,3,4,4,2,4,3,1,1,2,4,1
376,4,33,6,2,3,4,4,2,1,2,3,1,4,4,4,4,3,0,12,1,3,1
774,5,16,1,1,1,1,1,1,1,1,2,1,4,5,4,1,3,0,12,2,4,1
1431,2,1,-98,3,2,2,1,1,2,2,2,2,2,4,2,2,2,1,6,2,2,2
107,4,11,3,3,3,1,1,2,3,1,3,3,4,4,4,2,1,0,7,2,3,3
262,5,96,4,1,2,1,5,1,1,2,4,1,4,2,2,1,6,0,12,1,1,3
2363,2,36,1,5,4,3,3,3,1,2,4,2,4,4,4,2,2,-1,-1,2,4,3
717,2,36,1,5,4,4,4,2,3,4,2,2,2,4,4,2,2,1,6,2,4,3
1919,2,-98,1,2,2,3,2,2,2,2,3,2,2,2,3,2,3,0,12,1,3,3
2382,5,20,5,2,1,2,1,1,1,1,3,2,2,5,4,4,1,1,6,1,2,1
1206,2,1,3,4,3,3,3,1,1,2,2,2,4,4,4,2,2,0,12,2,3,3
1118,2,17,1,1,1,3,3,1,1,2,1,1,2,1,5,1,2,1,6,2,4,1
932,2,1,1,4,3,3,3,3,2,3,3,3,4,4,4,2,2,0,8,2,2,2
201,4,16,4,3,1,1,5,2,2,1,4,1,1,2,4,2,2,0,12,2,3,1
965,4,5,4,2,2,2,2,1,1,1,2,1,2,2,4,2,1,1,6,2,3,1
1166,2,16,1,3,3,4,2,3,3,4,4,2,5,5,4,2,1,2,6,1,3,1
1529,2,36,3,5,5,2,5,2,2,2,2,2,2,4,4,1,2,0,12,2,4,2
1200,2,16,3,2,1,2,1,3,2,1,3,2,1,1,1,5,3,0,12,1,4,3
1665,2,1,3,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
195,2,11,3,3,3,4,3,3,2,3,3,2,2,4,2,2,1,0,12,2,2,1
182,5,13,11,3,5,3,3,1,1,1,2,1,2,4,4,2,1,1,6,2,3,2
500,2,20,3,2,2,2,3,1,1,1,1,1,2,2,1,2,4,1,1,2,2,3
1835,2,1,3,2,2,2,2,1,2,1,2,1,4,4,4,2,4,1,6,1,1,3
325,4,1,3,4,4,4,4,2,2,2,2,2,2,4,2,2,2,1,6,2,2,2
832,2,1,1,2,2,4,4,2,1,3,2,2,1,2,1,4,1,1,6,2,2,1
2017,5,96,97,1,1,1,3,4,4,4,4,4,5,5,5,5,3,-1,-1,2,2,3
1926,2,35,3,3,2,2,3,1,1,1,4,1,1,1,1,2,3,-1,-1,2,4,3
901,1,16,4,2,3,2,3,2,3,3,2,3,5,5,2,2,3,1,6,2,2,3
1109,1,16,1,2,2,2,2,1,1,2,3,1,2,2,4,1,5,1,6,2,4,1
793,2,29,-98,3,3,5,4,1,1,2,1,1,1,2,1,2,5,0,8,1,4,1
1038,4,11,4,2,1,3,1,1,1,1,1,2,1,5,5,1,2,-1,-1,2,4,1
632,2,-98,3,-98,5,3,4,1,1,1,2,2,2,2,2,2,2,1,1,1,3,2
493,2,16,1,3,4,4,3,2,1,1,2,1,1,4,4,2,4,2,6,1,4,3
1537,2,4,3,3,3,3,2,4,4,2,4,4,4,4,2,4,2,0,12,2,2,1
1965,2,-98,3,4,2,2,2,2,2,2,2,2,4,4,4,2,1,0,12,2,1,3
877,2,1,3,4,4,2,2,2,2,2,2,2,2,4,2,2,4,1,1,2,2,3
1853,4,16,3,3,2,3,2,2,2,3,2,2,2,5,4,4,2,0,12,2,4,3
777,4,29,1,3,3,4,4,3,1,2,3,3,2,2,1,2,1,2,6,1,4,2
1102,2,17,1,2,2,3,3,2,3,2,2,2,2,4,2,2,1,0,12,1,3,2
676,2,1,6,2,2,1,2,2,2,2,3,1,4,2,4,4,3,0,12,2,2,3
1885,1,16,97,4,2,2,2,2,2,2,3,2,4,4,4,2,1,1,1,1,4,3
930,2,35,-99,3,3,3,2,2,2,2,2,3,4,4,4,2,3,0,12,1,3,2
121,5,13,3,3,1,1,1,1,2,1,1,1,1,2,1,1,3,1,6,1,1,3
2555,2,1,3,3,3,3,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1
1671,2,1,6,2,3,5,2,3,2,3,1,1,2,4,4,1,3,-1,-1,1,3,3
54,2,8,1,4,5,4,5,1,1,3,2,3,1,4,2,1,4,1,1,2,3,3
379,2,20,4,3,3,4,4,3,1,3,3,2,2,2,5,1,3,2,6,1,3,3
824,4,16,3,3,3,3,5,1,1,1,1,1,1,1,1,1,2,1,6,1,2,1
1695,4,13,2,2,2,3,2,1,1,1,1,1,4,4,4,1,1,1,1,2,3,1
1817,4,11,4,2,3,3,3,3,3,3,4,3,5,5,5,4,1,0,12,1,2,1
601,2,17,1,2,2,4,4,3,2,4,3,3,2,2,4,1,3,2,6,2,3,2
792,1,16,6,2,3,4,3,4,3,4,4,3,5,5,4,2,3,2,6,1,3,1
401,4,15,11,2,1,2,3,1,2,1,1,2,2,2,2,2,3,0,12,1,2,3
1097,2,13,4,4,4,3,4,2,2,2,2,2,2,2,2,2,6,2,6,1,3,3
2021,4,11,4,2,2,2,3,2,2,1,2,1,4,4,4,4,1,0,8,1,3,1
475,1,1,3,4,2,4,4,2,2,2,2,2,4,4,2,2,6,1,1,2,2,1
1277,2,-98,1,4,4,3,3,2,2,3,3,2,5,5,5,5,2,1,6,2,2,1
1090,1,16,6,3,4,4,4,3,2,2,2,3,2,4,2,2,3,2,6,1,4,1
705,4,96,4,2,2,1,1,1,1,1,1,1,2,2,2,2,1,0,12,2,2,1
2086,2,4,3,2,1,2,2,1,1,1,2,1,2,4,4,2,2,1,1,1,3,2
1505,1,19,1,5,2,4,4,2,1,2,2,2,1,1,2,4,1,2,6,1,4,1
1110,2,13,11,3,2,2,4,3,2,2,2,1,4,2,2,2,1,0,12,1,3,2
2397,4,13,3,2,2,2,4,1,2,2,2,1,5,4,4,4,5,-1,-1,1,3,3
2582,2,1,1,5,4,2,2,1,1,2,1,1,1,2,2,1,1,-1,-1,2,3,3
347,4,11,4,1,1,1,2,3,3,2,4,1,4,4,2,2,1,1,6,2,2,3
1656,3,16,5,2,2,3,2,2,1,2,2,3,2,4,3,2,1,-1,-1,1,4,2
48,4,11,1,2,5,3,1,3,3,2,4,3,1,2,4,1,3,1,1,1,1,3
2543,2,6,1,3,2,3,2,2,2,3,3,1,2,4,2,2,1,0,12,1,1,3
2110,2,17,1,5,2,5,4,2,2,2,1,1,2,5,2,4,2,-1,-1,2,3,2
1094,2,16,1,3,2,3,3,3,3,3,3,3,4,4,4,4,1,2,1,1,2,3
940,2,11,3,1,1,2,2,2,2,3,3,1,2,4,2,2,1,0,12,2,2,1
1089,2,1,1,3,4,2,3,1,1,3,2,2,3,3,4,2,1,-1,-1,1,3,3
581,4,1,97,5,5,2,5,1,1,1,1,1,4,5,4,2,1,1,1,1,2,3
1607,4,16,3,3,3,2,2,1,1,2,2,1,2,5,5,5,3,-1,-1,2,4,3
1726,2,17,1,4,2,4,4,3,2,3,3,3,4,4,4,2,3,-1,-1,2,4,3
914,1,4,1,3,2,3,3,2,3,3,3,3,4,4,4,2,5,2,6,2,4,1
443,2,32,3,2,4,4,2,2,3,3,4,3,2,4,2,2,1,1,6,2,2,2
1744,2,1,11,5,5,5,5,2,1,1,1,1,4,4,5,2,3,0,12,2,2,3
1498,2,37,4,3,3,3,3,3,3,3,3,3,4,4,4,4,2,1,6,2,2,1
1209,2,32,1,2,2,4,2,1,1,3,3,1,2,4,4,2,1,1,1,1,2,1
1985,4,96,-99,1,3,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2
2435,4,35,4,2,1,2,5,2,1,2,2,2,1,1,1,1,1,2,6,2,3,2
1273,2,1,1,3,3,4,4,1,1,2,2,2,4,4,4,2,1,0,12,2,2,1
1407,2,-98,1,3,4,2,2,2,3,2,2,1,4,4,5,4,2,1,6,2,4,3
2018,2,1,1,3,3,3,4,3,3,3,4,3,4,4,4,2,5,0,12,1,2,1
1037,2,5,3,3,3,5,3,1,1,2,2,1,2,1,4,2,1,-1,-1,1,4,3
2431,1,16,3,2,4,2,2,3,3,2,3,2,2,2,3,1,4,-1,-1,2,2,3
1093,4,13,6,-98,5,-98,-98,4,1,3,3,-98,4,4,5,5,3,-1,-1,2,4,3
2427,2,11,1,2,5,4,4,3,2,3,2,1,2,4,4,2,1,0,12,1,2,2
557,2,16,3,2,2,2,3,2,2,3,3,3,4,4,4,4,2,1,1,1,4,1
1192,4,11,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,11,1,3,3
841,2,16,1,3,4,3,3,2,1,2,2,2,2,4,4,4,5,1,1,1,3,2
545,4,11,3,1,1,1,2,2,1,1,1,1,2,2,1,1,2,0,8,1,3,2
694,2,1,3,3,4,3,3,2,3,3,3,3,4,4,4,2,4,1,1,2,3,1
114,2,1,3,4,4,4,3,2,2,3,3,2,2,4,2,2,4,1,1,2,4,3
492,2,20,4,3,1,3,4,2,3,3,3,1,2,4,2,4,2,1,6,2,2,1
881,4,15,1,5,5,5,5,1,2,2,2,2,2,4,4,2,1,0,8,2,2,1
351,4,13,1,5,4,2,1,3,4,2,4,2,4,5,5,2,4,0,12,1,4,2
1912,2,96,4,3,4,4,4,2,4,1,4,3,1,2,2,4,2,0,8,2,1,1
1976,4,19,1,4,2,2,2,2,2,1,1,2,4,4,4,2,3,1,1,2,2,1
1790,4,16,11,4,4,2,1,1,1,1,1,1,1,4,2,1,1,1,6,1,2,2
1185,2,-98,3,4,2,3,1,3,3,2,3,1,4,5,4,1,2,1,6,2,1,1
2330,2,8,3,4,2,4,4,2,2,3,3,2,4,4,4,2,2,1,6,1,3,3
97,2,13,1,3,3,4,3,3,4,4,4,3,1,4,1,5,3,1,6,1,2,1
2334,4,96,3,2,1,3,3,2,1,2,4,1,2,5,4,5,1,2,6,1,4,1
108,2,-96,1,1,1,4,4,2,2,2,2,2,4,2,4,2,1,1,1,1,3,3
167,2,11,3,3,2,3,2,2,2,2,2,2,2,2,4,2,1,0,8,1,4,1
435,2,11,-98,3,3,3,5,4,4,4,3,4,2,2,2,2,8,1,6,2,2,1
1540,5,11,3,2,2,2,1,1,2,3,2,1,4,4,4,2,2,1,6,2,4,3
1014,2,6,1,5,5,5,5,1,1,1,1,1,2,1,2,2,5,0,12,2,3,3
2490,2,26,1,2,1,2,2,1,1,2,3,1,2,2,4,2,6,0,12,2,2,1
229,2,8,4,2,2,2,1,3,3,1,2,1,2,2,2,4,2,2,1,1,3,1
296,4,1,97,3,5,3,2,2,2,3,2,2,1,5,5,1,2,1,6,2,2,3
2107,2,11,3,4,3,3,3,2,1,1,1,1,4,2,4,4,6,1,6,1,2,1
1981,2,-98,3,4,4,4,3,3,3,3,3,3,4,4,4,4,2,1,6,2,2,3
553,2,17,3,3,4,3,2,2,2,2,3,3,4,4,4,4,2,1,1,2,1,1
1946,2,19,4,3,3,3,2,2,3,2,2,1,4,4,4,4,2,1,6,2,2,1
1132,2,1,1,4,4,5,4,3,3,3,4,2,2,4,2,2,1,0,12,2,3,1
577,4,11,3,5,5,2,5,2,1,3,3,1,2,2,4,2,1,0,12,1,3,1
1488,1,11,3,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,6,1,4,1
403,4,2,4,2,2,1,3,2,2,3,2,3,5,4,4,4,3,1,6,2,2,2
1767,1,13,1,3,3,3,3,3,3,2,3,3,4,4,4,4,6,0,12,1,4,2
2187,2,1,97,3,2,2,2,3,2,3,3,2,2,2,2,4,2,2,6,2,2,1
1620,2,19,1,4,4,2,2,4,3,2,1,2,4,4,2,4,2,0,8,1,2,2
669,4,13,5,5,5,3,1,2,1,2,2,1,2,1,4,1,2,1,1,2,3,1
649,4,35,3,4,2,4,2,2,1,1,2,1,2,4,2,2,2,2,6,1,3,1
761,5,20,3,1,1,1,1,2,2,1,3,1,1,1,1,1,1,0,12,1,3,1
10,2,19,1,4,-98,3,2,4,2,3,3,4,4,4,5,4,1,-1,-1,2,4,2
303,4,1,4,2,2,2,2,1,2,1,3,2,2,4,2,2,8,1,6,2,2,1
1689,4,16,4,2,2,1,1,1,1,2,2,1,4,2,1,1,3,1,1,2,2,3
326,5,20,3,2,2,3,2,2,3,1,2,1,1,4,4,2,2,2,6,2,4,1
1759,2,16,97,3,2,2,2,2,2,2,3,1,2,2,2,2,3,1,6,1,2,1
